customer_id,product_id,order_line,order_id,order-date,ship_date,ship_mode,Sales,Quantity,Discount,Profit,category,sub_category,product_name,customer_name,Segment,Age,Country,City,State,postal_code,Region
NC-18625,FUR-TA-10004575,1864,US-2016-100839,2016-10-13,2016-10-17,Standard Class,727.45,5,0.5,-465.568,Furniture,Tables,Hon 5100 Series Wood Tables,Noah Childs,Corporate,48,United States,Aurora,Colorado,80013,West
NC-18625,FUR-FU-10001617,1865,US-2016-100839,2016-10-13,2016-10-17,Standard Class,24.96,3,0.2,4.368,Furniture,Furnishings,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,Noah Childs,Corporate,48,United States,Aurora,Colorado,80013,West
NG-18355,TEC-PH-10002824,1866,US-2017-116659,2017-11-12,2017-11-12,Same Day,370.782,3,0.4,-92.6955,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,Nat Gilpin,Corporate,57,United States,New York City,New York,10011,East
AH-10075,FUR-FU-10004460,1867,CA-2017-118857,2017-04-15,2017-04-18,First Class,196.45,5,0.0,70.722,Furniture,Furnishings,Howard Miller 12 Round Wall Clock,Adam Hart,Corporate,21,United States,New York City,New York,10011,East
CH-12070,OFF-PA-10003309,1868,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,31.104,6,0.2,10.8864,Office Supplies,Paper,Xerox 211,Cathy Hwang,Home Office,36,United States,Raleigh,North Carolina,27604,South
CH-12070,OFF-ST-10002554,1869,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,78.256,2,0.2,-17.6076,Office Supplies,Storage,Tennsco Industrial Shelving,Cathy Hwang,Home Office,36,United States,Raleigh,North Carolina,27604,South
CC-12145,OFF-PA-10000019,1870,CA-2016-148201,2016-08-26,2016-08-29,Second Class,6.48,1,0.0,3.1104,Office Supplies,Paper,Xerox 1931,Charles Crestani,Consumer,21,United States,Los Angeles,California,90004,West
ME-18010,OFF-AR-10002067,1871,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,99.2,5,0.0,25.792,Office Supplies,Art,Newell 334,Michelle Ellison,Corporate,34,United States,San Francisco,California,94122,West
ME-18010,FUR-CH-10001215,1872,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,801.568,2,0.2,50.098,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,Michelle Ellison,Corporate,34,United States,San Francisco,California,94122,West
ME-18010,FUR-TA-10004175,1873,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,272.848,1,0.2,27.2848,Furniture,Tables,Hon 30 x 60 Table with Locking Drawer,Michelle Ellison,Corporate,34,United States,San Francisco,California,94122,West
BP-11230,FUR-TA-10004767,1874,CA-2017-142888,2017-11-21,2017-11-25,Standard Class,70.98,1,0.0,20.5842,Furniture,Tables,Safco Drafting Table,Benjamin Patterson,Consumer,19,United States,Spokane,Washington,99207,West
MP-17470,OFF-PA-10001685,1875,CA-2014-147914,2014-06-04,2014-06-09,Standard Class,16.224,2,0.2,5.8812,Office Supplies,Paper,Easy-staple paper,Mark Packer,Home Office,61,United States,New York City,New York,10035,East
CJ-12010,FUR-BO-10003272,1876,US-2016-112977,2016-03-10,2016-03-16,Standard Class,176.784,1,0.2,-22.098,Furniture,Bookcases,OSullivan Living Dimensions 5-Shelf Bookcases,Caroline Jumper,Consumer,64,United States,Huntington Beach,California,92646,West
JC-15775,TEC-PH-10000984,1877,CA-2017-112039,2017-03-25,2017-03-29,Standard Class,470.376,3,0.2,47.0376,Technology,Phones,Panasonic KX-TG9471B,John Castell,Consumer,22,United States,San Antonio,Texas,78207,Central
JG-15160,FUR-CH-10002880,1878,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,393.568,4,0.2,-44.2764,Furniture,Chairs,Global High-Back Leather Tilter  Burgundy,James Galang,Consumer,37,United States,Los Angeles,California,90049,West
JG-15160,TEC-PH-10002563,1879,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,302.376,3,0.2,22.6782,Technology,Phones,Adtran 1202752G1,James Galang,Consumer,37,United States,Los Angeles,California,90049,West
CK-12760,OFF-BI-10001191,1880,US-2017-166611,2017-03-28,2017-04-02,Standard Class,68.742,9,0.7,-48.1194,Office Supplies,Binders,Canvas Sectional Post Binders,Cyma Kinney,Corporate,18,United States,Linden,New Jersey,7036,East
LF-17185,OFF-EN-10002621,1881,CA-2015-109512,2015-03-05,2015-03-05,Same Day,29.34,3,0.0,14.67,Office Supplies,Envelopes,Staple envelope,Luke Foster,Consumer,36,United States,Miami,Florida,33180,South
LF-17185,FUR-CH-10001146,1882,CA-2015-109512,2015-03-05,2015-03-05,Same Day,383.607,7,0.1,63.9345,Furniture,Chairs,Global Value Mid-Back Managers Chair  Gray,Luke Foster,Consumer,36,United States,Miami,Florida,33180,South
LF-17185,OFF-ST-10000689,1883,CA-2015-109512,2015-03-05,2015-03-05,Same Day,563.4,4,0.0,67.608,Office Supplies,Storage,Fellowes Strictly Business Drawer File  Letter/Legal Size,Luke Foster,Consumer,36,United States,Miami,Florida,33180,South
CC-12430,OFF-PA-10001289,1884,CA-2016-118570,2016-11-13,2016-11-17,Standard Class,217.056,7,0.2,78.6828,Office Supplies,Paper,White Computer Printout Paper by Universal,Chuck Clark,Home Office,66,United States,Columbus,Indiana,47201,Central
DL-12865,OFF-LA-10003714,1885,CA-2017-154718,2017-01-19,2017-01-23,Second Class,6.0,2,0.2,2.1,Office Supplies,Labels,Avery 510,Dan Lawera,Consumer,26,United States,Cincinnati,Ohio,45231,East
PG-18895,FUR-FU-10001889,1886,CA-2016-147578,2016-04-22,2016-04-26,Second Class,31.56,3,0.0,10.4148,Furniture,Furnishings,Ultra Door Pull Handle,Paul Gonzalez,Consumer,64,United States,Rochester,Minnesota,55901,Central
EH-14005,OFF-FA-10002815,1887,CA-2014-140165,2014-05-13,2014-05-15,First Class,7.104,2,0.2,2.3976,Office Supplies,Fasteners,Staples,Erica Hernandez,Home Office,38,United States,Denver,Colorado,80219,West
EH-14005,OFF-BI-10004519,1888,CA-2014-140165,2014-05-13,2014-05-15,First Class,398.352,8,0.7,-331.96,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,Erica Hernandez,Home Office,38,United States,Denver,Colorado,80219,West
TB-21520,OFF-AP-10004708,1889,CA-2014-142587,2014-10-21,2014-10-22,First Class,121.792,4,0.2,13.7016,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East
TB-21520,FUR-TA-10000617,1890,CA-2014-142587,2014-10-21,2014-10-22,First Class,409.59,3,0.4,-122.877,Furniture,Tables,Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East
DK-13225,OFF-PA-10001204,1891,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,10.56,2,0.0,4.752,Office Supplies,Paper,Xerox 1972,Dean Katz,Corporate,36,United States,Philadelphia,Pennsylvania,19140,East
DK-13225,OFF-AR-10003723,1892,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,3.38,1,0.0,1.2506,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,Dean Katz,Corporate,36,United States,Philadelphia,Pennsylvania,19140,East
JP-15520,OFF-EN-10002621,1893,CA-2017-145310,2017-12-22,2017-12-24,Second Class,7.824,1,0.2,2.934,Office Supplies,Envelopes,Staple envelope,Jeremy Pistek,Consumer,54,United States,San Francisco,California,94110,West
CD-11980,OFF-PA-10000241,1894,CA-2016-100083,2016-11-24,2016-11-29,Standard Class,24.784,1,0.2,7.745,Office Supplies,Paper,IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case,Carol Darley,Consumer,61,United States,Tyler,Texas,75701,Central
AS-10090,OFF-AR-10001446,1895,US-2017-108063,2017-12-02,2017-12-05,First Class,34.65,3,0.0,10.395,Office Supplies,Art,Newell 309,Adam Shillingsburg,Consumer,46,United States,Charlottesville,Virginia,22901,South
JO-15280,OFF-BI-10004632,1896,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,487.984,2,0.2,152.495,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,Jas O'Carroll,Consumer,39,United States,Los Angeles,California,90004,West
AC-10450,OFF-BI-10001359,1897,CA-2017-141789,2017-10-03,2017-10-06,First Class,1793.98,2,0.0,843.1706,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,Amy Cox,Consumer,46,United States,Minneapolis,Minnesota,55407,Central
RA-19945,OFF-EN-10001749,1898,CA-2014-169775,2014-08-29,2014-09-02,Second Class,29.808,2,0.2,10.8054,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West
RA-19945,OFF-BI-10004390,1899,CA-2014-169775,2014-08-29,2014-09-02,Second Class,505.176,4,0.7,-336.784,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West
RA-19945,FUR-TA-10001857,1900,CA-2014-169775,2014-08-29,2014-09-02,Second Class,174.0585,3,0.45,-110.7645,Furniture,Tables,Balt Solid Wood Rectangular Table,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West
Co-12640,OFF-ST-10000563,1901,CA-2016-140543,2016-06-29,2016-07-03,Second Class,191.88,6,0.0,19.188,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,Corey-Lock,Consumer,55,United States,Philadelphia,Pennsylvania,19143,East
DW-13480,TEC-PH-10004924,1902,CA-2016-151141,2016-08-20,2016-08-23,First Class,14.78,2,0.0,3.9906,Technology,Phones,SKILCRAFT Telephone Shoulder Rest  2 x 6.5 x 2.5  Black,Dianna Wilson,Home Office,25,United States,Lakeville,Minnesota,55044,Central
DK-12835,OFF-PA-10003953,1903,CA-2017-167094,2017-10-21,2017-10-22,First Class,5.184,1,0.2,1.8144,Office Supplies,Paper,Xerox 218,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West
DK-12835,FUR-CH-10000155,1904,CA-2017-167094,2017-10-21,2017-10-22,First Class,478.48,2,0.2,47.848,Furniture,Chairs,Global Comet Stacking Armless Chair,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West
DK-12835,TEC-AC-10003116,1905,CA-2017-167094,2017-10-21,2017-10-22,First Class,28.4,2,0.2,6.745,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West
MD-17860,OFF-ST-10002743,1906,CA-2017-154410,2017-10-21,2017-10-24,First Class,909.12,8,0.0,9.0912,Office Supplies,Storage,SAFCO Boltless Steel Shelving,Michael Dominguez,Corporate,21,United States,Indianapolis,Indiana,46203,Central
RP-19855,OFF-BI-10001757,1907,US-2016-150567,2016-05-17,2016-05-21,Standard Class,2.952,2,0.7,-2.1648,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,Roy Phan,Corporate,50,United States,Kenosha,Wisconsin,53142,Central
RP-19855,OFF-BI-10000069,1908,US-2016-150567,2016-05-17,2016-05-21,Standard Class,27.018,6,0.7,-21.6144,Office Supplies,Binders,GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb,Roy Phan,Corporate,50,United States,Kenosha,Wisconsin,53142,Central
RW-19540,FUR-FU-10004093,1909,CA-2015-157959,2015-02-03,2015-02-04,First Class,136.92,4,0.0,41.076,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,Rick Wilson,Corporate,52,United States,Mesa,Arizona,85204,West
DB-13660,FUR-FU-10001037,1910,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,18.96,2,0.0,8.532,Furniture,Furnishings,DAX Charcoal/Nickel-Tone Document Frame  5 x 7,Duane Benoit,Consumer,21,United States,Oceanside,New York,11572,East
SC-20770,TEC-AC-10003832,1911,CA-2016-105963,2016-11-15,2016-11-22,Standard Class,99.39,3,0.0,40.7499,Technology,Accessories,Logitech P710e Mobile Speakerphone,Stewart Carmichael,Corporate,18,United States,Decatur,Alabama,35601,South
FH-14275,OFF-PA-10001878,1912,CA-2017-121503,2017-07-03,2017-07-06,Second Class,273.896,7,0.2,92.4399,Office Supplies,Paper,Xerox 1891,Frank Hawley,Corporate,26,United States,La Porte,Indiana,46350,Central
FH-14275,TEC-MA-10003674,1913,CA-2017-121503,2017-07-03,2017-07-06,Second Class,597.132,3,0.4,49.761,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Frank Hawley,Corporate,26,United States,La Porte,Indiana,46350,Central
EH-13990,TEC-AC-10003628,1914,CA-2014-103366,2014-01-15,2014-01-17,First Class,149.95,5,0.0,65.978,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Erica Hackney,Consumer,22,United States,Roswell,Georgia,30076,South
AS-10630,OFF-LA-10003190,1915,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,4.608,2,0.2,1.6704,Office Supplies,Labels,Avery 474,Ann Steele,Home Office,54,United States,Pasadena,Texas,77506,Central
AS-10630,OFF-AR-10002280,1916,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,15.528,3,0.2,4.8525,Office Supplies,Art,Staples in misc. colors,Ann Steele,Home Office,54,United States,Pasadena,Texas,77506,Central
AS-10630,OFF-LA-10001569,1917,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,11.952,3,0.2,3.8844,Office Supplies,Labels,Avery 499,Ann Steele,Home Office,54,United States,Pasadena,Texas,77506,Central
HA-14905,OFF-AR-10001573,1918,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,11.65,5,0.0,3.3785,Office Supplies,Art,American Pencil,Helen Abelman,Consumer,58,United States,New York City,New York,10024,East
CH-12070,TEC-PH-10001809,1919,CA-2015-123673,2015-10-30,2015-11-01,Second Class,299.9,2,0.0,74.975,Technology,Phones,Panasonic KX T7736-B Digital phone,Cathy Hwang,Home Office,36,United States,Raleigh,North Carolina,27604,South
EH-13765,OFF-BI-10003091,1920,US-2017-111423,2017-08-17,2017-08-19,First Class,895.92,5,0.2,302.373,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,Edward Hooks,Corporate,44,United States,Watertown,New York,13601,East
EH-13765,FUR-CH-10003981,1921,US-2017-111423,2017-08-17,2017-08-19,First Class,462.564,2,0.1,97.6524,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,Edward Hooks,Corporate,44,United States,Watertown,New York,13601,East
MZ-17515,OFF-ST-10002562,1922,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,15.008,2,0.2,1.5008,Office Supplies,Storage,Staple magnet,Mary Zewe,Corporate,52,United States,Redlands,California,92374,West
SC-20230,TEC-PH-10004345,1923,CA-2016-156685,2016-07-08,2016-07-10,Second Class,863.64,9,0.2,107.955,Technology,Phones,Cisco SPA 502G IP Phone,Scot Coram,Corporate,20,United States,Arlington,Texas,76017,Central
SC-20230,OFF-AR-10000588,1924,CA-2016-156685,2016-07-08,2016-07-10,Second Class,47.616,3,0.2,3.5712,Office Supplies,Art,Newell 345,Scot Coram,Corporate,20,United States,Arlington,Texas,76017,Central
NP-18325,OFF-PA-10003039,1925,CA-2017-126865,2017-12-05,2017-12-07,Second Class,92.94,3,0.0,41.823,Office Supplies,Paper,Xerox 1960,Naresj Patel,Consumer,70,United States,Waynesboro,Virginia,22980,South
LW-16990,TEC-AC-10001908,1926,CA-2017-102834,2017-03-09,2017-03-13,Standard Class,199.98,2,0.0,69.993,Technology,Accessories,Logitech Wireless Headset h800,Lindsay Williams,Corporate,58,United States,San Francisco,California,94110,West
GM-14680,TEC-PH-10001198,1927,US-2016-139710,2016-06-09,2016-06-15,Standard Class,177.48,3,0.2,19.9665,Technology,Phones,Avaya 4621SW VoIP phone,Greg Matthias,Consumer,69,United States,Seattle,Washington,98105,West
RH-19495,OFF-PA-10004071,1928,CA-2017-121538,2017-11-28,2017-12-01,First Class,88.768,2,0.2,31.0688,Office Supplies,Paper,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Rick Hansen,Consumer,19,United States,Rochester,Minnesota,55901,Central
VM-21685,OFF-PA-10001972,1929,US-2017-101539,2017-03-16,2017-03-18,Second Class,6.48,1,0.0,3.1104,Office Supplies,Paper,Xerox 214,Valerie Mitchum,Home Office,69,United States,Westfield,New Jersey,7090,East
VM-21685,OFF-ST-10004180,1930,US-2017-101539,2017-03-16,2017-03-18,Second Class,46.51,1,0.0,1.8604,Office Supplies,Storage,Safco Commercial Shelving,Valerie Mitchum,Home Office,69,United States,Westfield,New Jersey,7090,East
VM-21685,TEC-PH-10004165,1931,US-2017-101539,2017-03-16,2017-03-18,Second Class,659.976,3,0.2,49.4982,Technology,Phones,Mitel MiVoice 5330e IP Phone,Valerie Mitchum,Home Office,69,United States,Westfield,New Jersey,7090,East
CC-12670,TEC-PH-10002483,1932,CA-2016-152121,2016-11-27,2016-11-29,Second Class,271.992,1,0.2,23.7993,Technology,Phones,Motorola Moto X,Craig Carreira,Consumer,22,United States,New York City,New York,10009,East
SV-20365,FUR-BO-10000468,1933,CA-2017-161200,2017-08-06,2017-08-10,Second Class,145.74,3,0.0,23.3184,Furniture,Bookcases,OSullivan 2-Shelf Heavy-Duty Bookcases,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,FUR-FU-10001706,1934,CA-2017-161200,2017-08-06,2017-08-10,Second Class,15.4,5,0.0,7.392,Furniture,Furnishings,Longer-Life Soft White Bulbs,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
LW-16990,OFF-PA-10003129,1935,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,244.55,5,0.0,114.9385,Office Supplies,Paper,Tops White Computer Printout Paper,Lindsay Williams,Corporate,58,United States,San Francisco,California,94110,West
LW-16990,TEC-AC-10001284,1936,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,166.16,8,0.0,59.8176,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Lindsay Williams,Corporate,58,United States,San Francisco,California,94110,West
NP-18685,FUR-FU-10002268,1937,CA-2015-141768,2015-05-25,2015-05-27,Second Class,14.73,3,0.0,4.8609,Furniture,Furnishings,Ultra Door Push Plate,Nora Pelletier,Home Office,42,United States,Niagara Falls,New York,14304,East
JE-15715,OFF-BI-10002082,1938,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,19.968,2,0.7,-13.312,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,Joe Elijah,Consumer,44,United States,Broomfield,Colorado,80020,West
JE-15715,OFF-ST-10001505,1939,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,33.488,7,0.2,-1.2558,Office Supplies,Storage,Perma STOR-ALL Hanging File Box  13 1/8W x 12 1/4D x 10 1/2H,Joe Elijah,Consumer,44,United States,Broomfield,Colorado,80020,West
JE-15715,OFF-BI-10001634,1940,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,8.736,4,0.7,-6.1152,Office Supplies,Binders,Wilson Jones Active Use Binders,Joe Elijah,Consumer,44,United States,Broomfield,Colorado,80020,West
JE-15715,FUR-CH-10004287,1941,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,662.88,3,0.2,74.574,Furniture,Chairs,SAFCO Arco Folding Chair,Joe Elijah,Consumer,44,United States,Broomfield,Colorado,80020,West
CP-12085,OFF-LA-10004544,1942,CA-2017-144064,2017-08-29,2017-09-01,First Class,47.36,4,0.2,17.76,Office Supplies,Labels,Avery 505,Cathy Prescott,Corporate,62,United States,Norwich,Connecticut,6360,East
CP-12085,OFF-ST-10004507,1943,CA-2017-144064,2017-08-29,2017-09-01,First Class,27.44,2,0.2,2.401,Office Supplies,Storage,Advantus Rolling Storage Box,Cathy Prescott,Corporate,62,United States,Norwich,Connecticut,6360,East
CP-12085,OFF-BI-10002012,1944,CA-2017-144064,2017-08-29,2017-09-01,First Class,3.24,9,0.8,-5.184,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,Cathy Prescott,Corporate,62,United States,Norwich,Connecticut,6360,East
EA-14035,TEC-AC-10001109,1945,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,95.968,4,0.2,26.3912,Technology,Accessories,Logitech Trackman Marble Mouse,Erin Ashbrook,Corporate,61,United States,Charlotte,North Carolina,28205,South
EA-14035,OFF-PA-10000809,1946,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,10.368,2,0.2,3.6288,Office Supplies,Paper,Xerox 206,Erin Ashbrook,Corporate,61,United States,Charlotte,North Carolina,28205,South
AC-10615,OFF-AR-10000658,1947,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,23.1,2,0.0,6.468,Office Supplies,Art,Newell 324,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,FUR-FU-10001196,1948,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,11.54,2,0.0,3.462,Furniture,Furnishings,DAX Cubicle Frames - 8x10,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,FUR-TA-10001889,1949,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,254.526,1,0.4,-93.3262,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,OFF-AP-10000358,1950,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,12.98,1,0.0,3.7642,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,OFF-BI-10004970,1951,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,26.432,8,0.2,8.9208,Office Supplies,Binders,ACCOHIDE 3-Ring Binder  Blue  1,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,TEC-PH-10003885,1952,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,197.97,3,0.0,57.4113,Technology,Phones,Cisco SPA508G,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,OFF-LA-10001641,1953,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,18.9,6,0.0,9.072,Office Supplies,Labels,Avery 518,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,FUR-CH-10003379,1954,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,1282.41,5,0.1,213.735,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,OFF-AR-10004582,1955,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,4.92,3,0.0,2.214,Office Supplies,Art,BIC Brite Liner Grip Highlighters,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,TEC-AC-10002842,1956,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,238.0,2,0.0,38.08,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,TEC-AC-10000109,1957,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,167.97,3,0.0,40.3128,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
AC-10615,OFF-PA-10003893,1958,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,17.12,4,0.0,7.704,Office Supplies,Paper,Xerox 1962,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
RW-19690,OFF-BI-10003669,1959,CA-2017-110905,2017-09-10,2017-09-15,Second Class,16.2,3,0.0,7.776,Office Supplies,Binders,3M Organizer Strips,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,OFF-AP-10004785,1960,CA-2017-110905,2017-09-10,2017-09-15,Second Class,33.99,3,0.0,14.6157,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner  Medium Room,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,TEC-AC-10003023,1961,CA-2017-110905,2017-09-10,2017-09-15,Second Class,296.85,5,0.0,53.433,Technology,Accessories,Logitech G105 Gaming Keyboard,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,TEC-AC-10002217,1962,CA-2017-110905,2017-09-10,2017-09-15,Second Class,112.8,6,0.0,6.768,Technology,Accessories,Imation Clip USB flash drive - 8 GB,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,OFF-BI-10002954,1963,CA-2017-110905,2017-09-10,2017-09-15,Second Class,13.71,3,0.0,6.5808,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,OFF-PA-10002586,1964,CA-2017-110905,2017-09-10,2017-09-15,Second Class,24.9,5,0.0,11.703,Office Supplies,Paper,Xerox 1970,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,OFF-ST-10000025,1965,CA-2017-110905,2017-09-10,2017-09-15,Second Class,286.29,3,0.0,17.1774,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
RW-19690,OFF-AP-10003281,1966,CA-2017-110905,2017-09-10,2017-09-15,Second Class,24.18,2,0.0,7.254,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
DB-13210,TEC-PH-10002103,1967,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,281.97,3,0.0,78.9516,Technology,Phones,Jabra SPEAK 410,Dean Braden,Consumer,41,United States,Houston,Texas,77041,Central
DB-13210,OFF-SU-10000898,1968,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,69.5,5,0.0,20.155,Office Supplies,Supplies,Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles  3 7/8 Cut  8L,Dean Braden,Consumer,41,United States,Houston,Texas,77041,Central
DB-13210,OFF-PA-10001144,1969,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,166.44,3,0.0,79.8912,Office Supplies,Paper,Xerox 1913,Dean Braden,Consumer,41,United States,Houston,Texas,77041,Central
BD-11320,TEC-AC-10004659,1970,CA-2017-117485,2017-09-23,2017-09-29,Standard Class,291.96,4,0.0,102.186,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Bill Donatelli,Consumer,68,United States,San Francisco,California,94110,West
ML-17755,OFF-AR-10004752,1971,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,6.408,3,0.2,0.6408,Office Supplies,Art,Blackstonian Pencils,Max Ludwig,Home Office,22,United States,Suffolk,Virginia,23434,South
ML-17755,TEC-AC-10004659,1972,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,408.744,7,0.2,76.6395,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Max Ludwig,Home Office,22,United States,Suffolk,Virginia,23434,South
JD-16015,OFF-BI-10001249,1973,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,5.104,4,0.8,-8.6768,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,Joy Daniels,Consumer,23,United States,Chicago,Illinois,60610,Central
JD-16015,OFF-FA-10003059,1974,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,2.896,2,0.2,0.4706,Office Supplies,Fasteners,Assorted Color Push Pins,Joy Daniels,Consumer,23,United States,Chicago,Illinois,60610,Central
